id,nome_arquivo,path_arquivo,data_upload,caso_id,user_id,tenant_id
1,0003659-69_1.pdf,/opt/render/project/src/gestao_advocacia/uploads_documentos/2/0003659-69_1.pdf,2026-04-09 19:42:11.519004,1,2,
2,0003659-69_1.pdf,/opt/render/project/src/gestao_advocacia/uploads_documentos/2/0003659-69_1.pdf,2026-04-09 20:23:06.932032,1,2,
